Date,Open,High,Low,Close,Adj Close,Volume
2014-08-18,73.699997,74.980003,73.120003,74.889999,74.889999,2354400
2014-08-19,75.000000,75.139999,74.389999,74.989998,74.989998,1236200
2014-08-20,75.070000,75.370003,74.410004,74.849998,74.849998,1138600
2014-08-21,74.800003,75.690002,74.099998,75.230003,75.230003,2364000
2014-08-22,74.610001,75.690002,74.300003,75.430000,75.430000,1973300
2014-08-25,75.800003,77.750000,75.599998,77.169998,77.169998,2202700
2014-08-26,77.750000,78.300003,77.230003,77.370003,77.370003,2305000
2014-08-27,77.190002,78.139999,76.849998,78.029999,78.029999,2909400
2014-08-28,77.349998,79.059998,77.349998,78.800003,78.800003,3457400
2014-08-29,79.080002,80.639999,78.919998,80.260002,80.260002,4279700
2014-09-02,80.300003,82.980003,80.220001,82.250000,82.250000,4569800
2014-09-03,83.000000,84.930000,82.349998,83.839996,83.839996,8633000
2014-09-04,83.820000,83.940002,80.779999,81.800003,81.800003,5129800
2014-09-05,81.500000,83.379997,81.199997,83.349998,83.349998,2470600
2014-09-08,83.540001,84.230003,83.220001,83.900002,83.900002,2071300
2014-09-09,83.629997,84.199997,82.760002,83.089996,83.089996,2786500
2014-09-10,83.500000,84.260002,83.010002,83.830002,83.830002,1991000
2014-09-11,82.750000,84.199997,82.519997,83.290001,83.290001,2116500
2014-09-12,83.339996,83.709999,81.410004,82.639999,82.639999,2036800
2014-09-15,82.160004,82.559998,80.529999,81.070000,81.070000,2128200
2014-09-16,80.540001,84.199997,80.540001,83.559998,83.559998,2223100
2014-09-17,83.830002,84.970001,83.250000,84.290001,84.290001,1493400
2014-09-18,84.760002,85.000000,83.650002,84.459999,84.459999,829800
2014-09-19,84.779999,84.989998,83.660004,84.160004,84.160004,1732800
2014-09-22,84.089996,84.250000,80.099998,80.360001,80.360001,3211000
2014-09-23,80.000000,81.540001,78.199997,80.650002,80.650002,2249300
2014-09-24,80.980003,82.309998,79.699997,81.730003,81.730003,1633400
2014-09-25,82.000000,82.129997,79.510002,79.699997,79.699997,2029800
2014-09-26,79.510002,80.750000,79.129997,80.139999,80.139999,1532600
2014-09-29,79.239998,81.680000,79.050003,81.589996,81.589996,1750800
2014-09-30,82.230003,82.230003,79.510002,80.029999,80.029999,2744700
2014-10-01,79.760002,79.800003,76.739998,78.050003,78.050003,3482300
2014-10-02,77.879997,78.480003,71.370003,76.019997,76.019997,8569200
2014-10-03,76.820000,77.959999,75.709999,77.330002,77.330002,1689200
2014-10-06,77.500000,77.870003,75.190002,76.550003,76.550003,3313600
2014-10-07,75.250000,76.750000,73.489998,73.839996,73.839996,2636800
2014-10-08,73.180000,73.889999,69.099998,72.459999,72.459999,8212300
2014-10-09,71.589996,72.339996,66.580002,67.070000,67.070000,8805300
2014-10-10,65.599998,71.629997,64.559998,68.169998,68.169998,9667600
2014-10-13,67.480003,69.559998,63.169998,63.700001,63.700001,6050300
2014-10-14,63.750000,66.190002,60.660000,61.900002,61.900002,8946300
2014-10-15,60.330002,67.099998,58.099998,65.839996,65.839996,9889600
2014-10-16,63.849998,69.190002,63.520000,68.199997,68.199997,6829500
2014-10-17,70.000000,72.870003,67.900002,68.400002,68.400002,8064500
2014-10-20,68.879997,70.599998,68.400002,70.029999,70.029999,3001600
2014-10-21,71.849998,74.080002,71.360001,72.699997,72.699997,4591300
2014-10-22,73.360001,74.839996,69.589996,70.500000,70.500000,4872400
2014-10-23,71.500000,73.150002,70.849998,71.800003,71.800003,2831800
2014-10-24,72.120003,72.910004,70.559998,72.900002,72.900002,2086200
2014-10-27,72.680000,72.809998,70.000000,70.639999,70.639999,2489300
2014-10-28,70.599998,74.129997,70.360001,74.129997,74.129997,3799200
2014-10-29,75.059998,76.199997,73.459999,74.470001,74.470001,2974200
2014-10-30,73.879997,75.000000,73.309998,73.750000,73.750000,1588000
2014-10-31,74.220001,76.769997,72.940002,75.000000,75.000000,3979700
2014-11-03,75.599998,76.760002,73.279999,74.360001,74.360001,3810200
2014-11-04,73.239998,73.400002,69.500000,70.839996,70.839996,5417000
2014-11-05,71.449997,72.209999,70.000000,71.070000,71.070000,2286600
2014-11-06,71.040001,71.400002,69.949997,70.769997,70.769997,2477800
2014-11-07,70.660004,73.239998,70.269997,71.949997,71.949997,2890300
2014-11-10,72.010002,73.949997,71.589996,72.029999,72.029999,2414200
2014-11-11,73.150002,74.940002,72.269997,72.820000,72.820000,2833900
2014-11-12,72.220001,73.330002,71.510002,71.870003,71.870003,2487400
2014-11-13,72.209999,72.209999,68.760002,69.599998,69.599998,4366400
2014-11-14,69.610001,71.949997,69.040001,71.860001,71.860001,2455100
2014-11-17,71.199997,72.570000,70.620003,71.449997,71.449997,3279500
2014-11-18,70.279999,72.339996,70.099998,71.760002,71.760002,1765300
2014-11-19,72.169998,73.050003,71.500000,72.730003,72.730003,2804000
2014-11-20,72.589996,75.599998,72.470001,74.760002,74.760002,3560500
2014-11-21,76.449997,77.160004,74.099998,74.419998,74.419998,3326300
2014-11-24,73.870003,74.889999,72.800003,73.160004,73.160004,3249300
2014-11-25,73.760002,73.940002,71.589996,72.209999,72.209999,2366800
2014-11-26,71.720001,72.010002,69.650002,70.089996,70.089996,3653500
2014-11-28,66.400002,66.400002,63.000000,65.989998,65.989998,8542800
2014-12-01,63.509998,67.000000,63.500000,66.699997,66.699997,9502900
2014-12-02,65.500000,68.970001,65.500000,67.199997,67.199997,3897100
2014-12-03,67.769997,69.940002,67.550003,69.379997,69.379997,4104000
2014-12-04,68.269997,70.190002,68.000000,70.190002,70.190002,3700900
2014-12-05,70.250000,71.500000,69.709999,70.760002,70.760002,2199400
2014-12-08,69.720001,70.430000,65.769997,66.309998,66.309998,5991400
2014-12-09,65.099998,68.529999,65.099998,67.809998,67.809998,3056100
2014-12-10,66.660004,68.209999,64.129997,64.489998,64.489998,3937000
2014-12-11,64.000000,66.459999,63.669998,63.950001,63.950001,2737400
2014-12-12,63.119999,67.180000,60.380001,64.879997,64.879997,7614700
2014-12-15,65.440002,65.980003,61.860001,62.450001,62.450001,5823600
2014-12-16,60.950001,64.779999,60.459999,62.279999,62.279999,4376700
2014-12-17,62.480000,66.029999,62.410000,65.480003,65.480003,3473800
2014-12-18,70.669998,73.050003,68.830002,71.459999,71.459999,7182200
2014-12-19,70.699997,71.800003,69.330002,70.400002,70.400002,3959000
2014-12-22,70.500000,70.870003,68.650002,70.199997,70.199997,2444100
2014-12-23,70.050003,72.080002,69.580002,71.760002,71.760002,2906600
2014-12-24,71.190002,72.139999,70.750000,71.639999,71.639999,737800
2014-12-26,72.000000,73.360001,71.699997,73.070000,73.070000,1258000
2014-12-29,73.070000,73.519997,71.750000,72.870003,72.870003,1925500
2014-12-30,72.849998,72.930000,70.970001,71.080002,71.080002,1754000
2014-12-31,70.669998,71.699997,69.599998,70.400002,70.400002,2846300
